Dataset_Number,File_Name,LTER_SITE,Sub_Site,Sub_Site_2,Treatment,Treatment 2,Date,Nitrification,Mineralization,Total Soil C,Total soil C (%),Total soil N (%),Total SoilN,Soil Organic Matter,Change_NH4,Change_NO3,Initial_NH4,Final_NH4,Initial_NO3,Final_NO3,Net Nitrification,Net mineralization,T0 collection date,T30 extraction date,N min Lab,N min Field,Nit Field,CO2 Treatment,Nitrogen Treatment,labile c
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,6,9.36,,,,,,3.36,6,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,0.34,11.81,,,,,,11.48,0.34,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,0.41,28.78,,,,,,28.37,0.41,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,0.08,-3.78,,,,,,-3.87,0.08,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,0.38,0.4,,,,,,0.02,0.38,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,0.11,-1.62,,,,,,-1.73,0.11,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,12-Aug-1999,-0.05,-13.76,,,,,,-13.72,-0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,1.96,7.03,,,,,,5.07,1.96,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,0.04,8.24,,,,,,8.19,0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,0,-6.21,,,,,,-6.21,0,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,0.43,9.71,,,,,,9.27,0.43,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,0.25,71.47,,,,,,71.22,0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,0.18,3.97,,,,,,3.79,0.18,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,-0.06,12.75,,,,,,12.81,-0.06,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,12-Aug-1999,-0.07,-11.49,,,,,,-11.42,-0.07,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,0.03,6.33,,,,,,6.3,0.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,-0.03,2.9,,,,,,2.92,-0.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,0.02,5.06,,,,,,5.05,0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,0.27,-1.99,,,,,,-2.25,0.27,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,0.6,1.33,,,,,,0.73,0.6,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,12-Aug-1999,-0.02,-1.5,,,,,,-1.48,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,0.05,7.31,,,,,,7.27,0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,0.02,6.66,,,,,,6.64,0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,0.25,-0.73,,,,,,-0.98,0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,0.01,-0.69,,,,,,-0.7,0.01,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,-0.08,6.35,,,,,,6.43,-0.08,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,-0.11,0.33,,,,,,0.44,-0.11,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,-0.17,23.98,,,,,,24.15,-0.17,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,,NA,,15-Aug-2000,-0.04,11.85,,,,,,11.9,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,0.91,2.2,,,,,,1.29,0.91,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,0.45,13.9,,,,,,13.46,0.45,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,0.26,33.63,,,,,,33.37,0.26,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,2.44,12.77,,,,,,10.33,2.44,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,2.83,19.64,,,,,,16.82,2.83,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,1.95,10.97,,,,,,9.02,1.95,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,6.47,17.8,,,,,,11.33,6.47,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,,NA,,15-Aug-2000,0.77,42.59,,,,,,41.82,0.77,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,0,-0.84,,,,,,-0.84,0,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,0.25,-9.84,,,,,,-10.09,0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,-0.13,-2.16,,,,,,-2.03,-0.13,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,-0.13,-6.87,,,,,,-6.74,-0.13,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,0.05,-2.36,,,,,,-2.4,0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,,NA,,15-Aug-2000,-0.39,-4.76,,,,,,-4.37,-0.39,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.17,-12.97,,,,,,-13.14,0.17,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.22,3.13,,,,,,2.91,0.22,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.93,-1.54,,,,,,-2.48,0.93,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.24,4.62,,,,,,4.39,0.24,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.07,8.02,,,,,,7.95,0.07,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,-0.02,9.73,,,,,,9.75,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.41,-5.6,,,,,,-6.01,0.41,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,14-Aug-2001,0.17,10.52,,,,,,10.35,0.17,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,0.63,1.12,,,,,,0.49,0.63,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,0.9,-0.31,,,,,,-1.21,0.9,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,0.3,10.95,,,,,,10.66,0.3,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,9.17,11.36,,,,,,2.19,9.17,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,3.44,3.91,,,,,,0.46,3.44,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,0.63,1.83,,,,,,1.2,0.63,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,4.73,10.5,,,,,,5.77,4.73,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,14-Aug-2001,-0.05,-0.25,,,,,,-0.2,-0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,0.2,2.26,,,,,,2.05,0.2,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,0.4,-3.59,,,,,,-3.99,0.4,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,1.49,6.13,,,,,,4.64,1.49,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,0.21,0.48,,,,,,0.27,0.21,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,-0.03,-2.51,,,,,,-2.47,-0.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,14-Aug-2001,6.19,15.26,,,,,,9.07,6.19,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,0.11,13.12,,,,,,13,0.11,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,-0.2,9.71,,,,,,9.91,-0.2,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,-0.27,-1.38,,,,,,-1.11,-0.27,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,0.02,4.36,,,,,,4.34,0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,-0.12,-6.08,,,,,,-5.96,-0.12,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,0.07,-1.13,,,,,,-1.2,0.07,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,-0.33,7.04,,,,,,7.37,-0.33,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2002,-0.29,3.01,,,,,,3.3,-0.29,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.5,11.57,,,,,,12.08,-0.5,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.81,-4.19,,,,,,-3.39,-0.81,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.2,4.81,,,,,,5.01,-0.2,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,0.95,3.73,,,,,,2.79,0.95,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.46,26.98,,,,,,27.44,-0.46,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.27,160.32,,,,,,160.58,-0.27,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.04,19.02,,,,,,19.06,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2002,-0.28,15.68,,,,,,15.96,-0.28,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,-0.37,-1.06,,,,,,-0.69,-0.37,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,-0.19,-13.53,,,,,,-13.34,-0.19,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,-0.1,0.84,,,,,,0.94,-0.1,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,0.01,1.12,,,,,,1.11,0.01,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,-0.05,-1.55,,,,,,-1.49,-0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2002,0.04,6.17,,,,,,6.13,0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2003,-0.04,36.74,,,,,,36.78,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,19-Aug-2003,-0.05,9.37,,,,,,9.42,-0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,20-Aug-2003,NA,#N/A,,,,,,NA,NA,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,21-Aug-2003,NA,#N/A,,,,,,1.7,NA,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,22-Aug-2003,-0.04,37.23,,,,,,37.27,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,23-Aug-2003,-0.03,5.75,,,,,,5.78,-0.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,24-Aug-2003,-0.04,11.57,,,,,,11.61,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,25-Aug-2003,-0.08,-3.11,,,,,,-3.03,-0.08,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,26-Aug-2003,NA,#N/A,,,,,,8.05,NA,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,27-Aug-2003,-0.02,-2.22,,,,,,-2.21,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,28-Aug-2003,-0.03,-2.65,,,,,,-2.62,-0.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,29-Aug-2003,0,15.88,,,,,,15.88,0,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,30-Aug-2003,-0.01,16.22,,,,,,16.22,-0.01,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,31-Aug-2003,0.49,39.18,,,,,,38.69,0.49,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,01-Sep-2003,-0.01,19.11,,,,,,19.12,-0.01,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,02-Sep-2003,-0.02,47.53,,,,,,47.55,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,03-Sep-2003,0.13,-0.34,,,,,,-0.47,0.13,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,04-Sep-2003,-0.08,7.5,,,,,,7.58,-0.08,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,05-Sep-2003,0.59,1.06,,,,,,0.46,0.59,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,06-Sep-2003,0.15,5.67,,,,,,5.52,0.15,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,07-Sep-2003,-0.01,1.99,,,,,,1.99,-0.01,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,08-Sep-2003,-0.1,1.75,,,,,,1.84,-0.1,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,1.55,32.39,,,,,,30.85,1.55,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,1.04,15.9,,,,,,14.85,1.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,0.92,3.65,,,,,,2.73,0.92,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,1.58,7.81,,,,,,6.23,1.58,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,1.18,14.09,,,,,,12.91,1.18,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,1.03,7.81,,,,,,6.79,1.03,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,0.81,9.24,,,,,,8.43,0.81,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,18-Aug-2004,0.93,9.11,,,,,,8.19,0.93,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,2.08,6.93,,,,,,4.86,2.08,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,1.42,6.88,,,,,,5.47,1.42,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,0.79,5.7,,,,,,4.91,0.79,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,0.7,5.67,,,,,,4.97,0.7,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,1.2,31.03,,,,,,29.84,1.2,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,1.45,41.63,,,,,,40.18,1.45,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,1.24,28.05,,,,,,26.81,1.24,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,18-Aug-2004,0.91,1.71,,,,,,0.79,0.91,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,0.91,8.63,,,,,,7.72,0.91,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,0.57,0.14,,,,,,-0.43,0.57,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,1.14,1.01,,,,,,-0.14,1.14,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,0.95,2.36,,,,,,1.41,0.95,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,0.9,2.82,,,,,,1.92,0.9,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,18-Aug-2004,0.64,3.08,,,,,,2.43,0.64,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,-0.96,-2.41,,,,,,-1.45,-0.96,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,-0.58,0.84,,,,,,1.42,-0.58,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,-0.69,-1.45,,,,,,-0.76,-0.69,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,0.05,-0.67,,,,,,-0.72,0.05,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,12.09,15.26,,,,,,3.17,12.09,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Sag,SAGTUS,NA,,15-Aug-2005,5.1,6.27,,,,,,1.16,5.1,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-1.04,14.41,,,,,,15.45,-1.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-0.77,19.36,,,,,,20.12,-0.77,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-0.78,23.32,,,,,,24.1,-0.78,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-0.69,158.37,,,,,,159.06,-0.69,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,1.07,14.23,,,,,,13.16,1.07,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,0.46,40.44,,,,,,39.97,0.46,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-1.02,74.96,,,,,,75.97,-1.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,15-Aug-2005,-0.76,90.29,,,,,,91.05,-0.76,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,-0.23,3.67,,,,,,3.9,-0.23,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,-0.25,1.85,,,,,,2.1,-0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,-0.39,1.4,,,,,,1.79,-0.39,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,0.04,32.8,,,,,,32.76,0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,-0.41,5.96,,,,,,6.37,-0.41,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,15-Aug-2005,-0.51,5.8,,,,,,6.32,-0.51,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.02,1.52,,,,,,1.55,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.25,4.83,,,,,,5.09,-0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,9.79,17.41,,,,,,7.62,9.79,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.04,5.07,,,,,,5.1,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.02,1.63,,,,,,1.65,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.83,37.26,,,,,,38.08,-0.83,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.26,14.99,,,,,,15.25,-0.26,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.21,113.66,,,,,,113.88,-0.21,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,-0.11,-2.82,,,,,,-2.71,-0.11,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,0.47,3.82,,,,,,3.35,0.47,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,-0.1,2.54,,,,,,2.64,-0.1,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,-0.13,-10.33,,,,,,-10.2,-0.13,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,0.15,-6.06,,,,,,-6.21,0.15,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,-0.14,-0.06,,,,,,0.08,-0.14,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.02,1.52,,,,,,1.55,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.25,4.83,,,,,,5.09,-0.25,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,9.79,17.41,,,,,,7.62,9.79,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.04,5.07,,,,,,5.1,-0.04,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.02,1.63,,,,,,1.65,-0.02,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.83,37.26,,,,,,38.08,-0.83,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.26,14.99,,,,,,15.25,-0.26,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik,TLKTUS,NA,,12-Aug-2006,-0.21,113.66,,,,,,113.88,-0.21,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,-0.11,-2.82,,,,,,-2.71,-0.11,,,,,,0,,,,,,,,
1,Arctic_1428,Arctic,Toolik Non-Acid,TLKNonAcidTUS,NA,,12-Aug-2006,0.47,3.82,,,,,,3.35,0.47,,,,,,0,,,,,,,,
